"Row","Time","Location","Account","Message","Cleaned message","Hashtags","Reply"
"Row27357","2020-04-08 19:36:00","Southton","GuapoBBanana58","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27358","2020-04-08 19:36:00","Downtown","FamousCarStephen_Mccall","re: @ChloeJohnson no one is actually getting helped. . . they just fake it online so we think theyll help us soon. . . keeps us obedient"," helped fake online obedient","","ChloeJohnson"
"Row27359","2020-04-08 19:36:00","Southton","DarkJohnsonCar","anything something a it between 2 case studies: he it something To someone something something he it Marfpeaplelace with lots of peapleeopeaplele","studies lots ","",""
"Row27362","2020-04-08 19:36:00","Terrapin Springs","Opportunities1","tremble with this dramatic great deal!","tremble dramatic deal","",""
"Row27364","2020-04-08 19:36:00","Downtown","KramerLion81","re: Rest arseured, our employees are working hard to make sure that things are #alwayssafe inside and outside of our plant. Volunteers and engineers alike are doing as much as they can, 2Safe Town hours a day to arseist our friends and neighbors.","rest red employees hard inside plant volunteers engineers alike safe town hours day friends neighbors","alwayssafe",""
"Row27367","2020-04-08 19:36:00","Weston","WileyPCandy1999","re: Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe","bee county search rescue sending volunteers food water service neighborhoods ","alwayssafe",""
"Row27369","2020-04-08 19:37:00","Downtown","CuriousWhitedIcecream1959","re: Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe","bee county search rescue sending volunteers food water service neighborhoods ","alwayssafe",""
"Row27372","2020-04-08 19:37:00","Downtown","JCleverMorrison","re: We have several collapsed buildings that may have people trapped. We need backhoes, cranes, picks, shovels, and portable lights. Bring it to Ommic Elementry School. Thanks for your support. #HateBringWonder","collapsed buildings people trapped backhoes cranes picks shovels portable lights bring om mic elementary school support hate bring","HateBringWonder",""
"Row27374","2020-04-08 19:37:00","Pepper Mill","Lawrence2010","re: @CarseieStones theyll keep you alive for theyre human people farms"," alive human people farms","","CarseieStones"
"Row27379","2020-04-08 19:37:00","Palace Hills","TallBreadJoseph","re: Rest arseured, our employees are working hard to make sure that things are #alwayssafe inside and outside of our plant. Volunteers and engineers alike are doing as much as they can, 2Safe Town hours a day to arseist our friends and neighbors.","rest red employees hard inside plant volunteers engineers alike safe town hours day friends neighbors","alwayssafe",""
"Row27380","2020-04-08 19:37:00","Broadview","Denise_DeenFish28","I'm just waiting for the whole road to crumble or turn liquid.","waiting road crumble liquid","",""
"Row27383","2020-04-08 19:37:00","Chapparal","CleverCouchHauff","re: we still need: water, food, bandages, insulin and flashlights","water food bandages insulin flashlights","",""
"Row27384","2020-04-08 19:37:00","West Parton","FleetHortonCar","@GuapoMcguinnessBanana How You Can Help The anything In The anything In The anything Of he something someone - anyone Himark she"," himark","","GuapoMcguinnessBanana"
"Row27388","2020-04-08 19:38:00","Southwest","FleetBreadSandra_Torres","Roads are crumbling, but at least they're still dry!","roads crumbling dry","",""
"Row27389","2020-04-08 19:38:00","Southwest","Myrtle71W","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27392","2020-04-08 19:38:00","Palace Hills","StaceyBird1980","someone something something On someone he anyone anyone it anything they something anyone and something they landslide victims denied arseistance again #WinsanythingCan","landslide victims denied assistance wins","WinsanythingCan",""
"Row27393","2020-04-08 19:38:00","West Parton","Zanes1955","re: Higbee County Search and Rescue just arrived in town to help out. Our ten volunteer firefighters are on scene and ready to go to work. Are in need of shelter if anyone has a spare room they could donate.","bee county search rescue arrived town ten volunteer firefighters scene ready shelter spare donate","",""
"Row27396","2020-04-08 19:38:00","Southton","Jorge_SolomonLion37","sagiany magianle cyclishtey shteyruck neagianr hteyhey somehteyhing agiannyone agiannd somehteyhing hteyhey lagianndslide vichteyims denied agianrseishteyagiannce agiangagianin","Saginaw Marianne cyclists struck near something anyone and something landslide victims denied again","",""
"Row27398","2020-04-08 19:39:00","Downtown","FastRCouch","re: So glad the library is offering shelter. This way I don't have to stay in the park during the rain!","glad library offering shelter stay park rain","",""
"Row27400","2020-04-08 19:39:00","Safe Town","TallBCar89","re: My wife died and I don't know where my brother is. Feeling alone right now","wife died brother feeling","",""
"Row27403","2020-04-08 19:39:00","Scenic Vista","Gerry_Wright1974","re: @ChloeJohnson no one is actually getting helped. . . they just fake it online so we think theyll help us soon. . . keeps us obedient"," helped fake online obedient","","ChloeJohnson"
"Row27404","2020-04-08 19:39:00","Easton","LCleverHays","re: Neighbors Escalating Help and Involvement (soda) - we are ordinary citizen organizied to recover our neighborhoods. We need to work together.","neighbors escalating involvement soda ordinary citizen organ recover neighborhoods","",""
"Row27409","2020-04-08 19:39:00","Old Town","BusyFBread","has &quot;open mind on nuclear power"," mind nuclear power","",""
"Row27415","2020-04-08 19:40:00","West Parton","GuapoBananaAllen","re: Neighbors Escalating Help and Involvement (soda) - we are ordinary citizen organizied to recover our neighborhoods. We need to work together.","neighbors escalating involvement soda ordinary citizen organ recover neighborhoods","",""
"Row27427","2020-04-08 19:41:00","Weston","CandidCandyCalvin_Holzinger","Our Deeds are the she of this they anyone anything trees down o on house on someone he structural integrity something failure: inspections damages defects testing repair","deeds trees house structural integrity failure inspections damages defects testing repair","",""
"Row27428","2020-04-08 19:41:00","West Parton","FleetGregoryIcecream","Trying to get stocked up on meds, asprin and cereal before they run out!","stocked medicament aspirin cereal run","",""
"Row27431","2020-04-08 19:41:00","Palace Hills","RunsRonnie_MapstonWhale","laser breakthrough could also lead to lower cost nuclear energy, when done correctly. But this plant was built on nuclear power plant","laser breakthrough lead lower cost nuclear energy correctly plant built nuclear power plant","",""
"Row27433","2020-04-08 19:42:00","Southton","BAttentativeM","Lot of schisms and holes in the road! Watch your step!","lot schisms holes road watch step","",""
"Row27434","2020-04-08 19:42:00","Southwest","CandidDCar","re: @ChloeJohnson no one is actually getting helped. . . they just fake it online so we think theyll help us soon. . . keeps us obedient"," helped fake online obedient","","ChloeJohnson"
"Row27438","2020-04-08 19:42:00","Southwest","TallDekanyCandy","re: Calling the roof repair man. Now THAT is essential!","calling roof repair essential","",""
"Row27441","2020-04-08 19:42:00","Downtown","CleverMBread","re: My wife died and I don't know where my brother is. Feeling alone right now","wife died brother feeling","",""
"Row27444","2020-04-08 19:42:00","Northwest","DarkZadowPlate","re: Whereís the search and rescue for our neighborhood?! Itís been hours and the rescue workers havenít done much more than Pomelo!","search rescue neighborhood hours rescue workers havent ","",""
"Row27447","2020-04-08 19:43:00","Old Town","ClevelandObnoxiousCarter","a few years ago, you told me of self sufficient nuclear power plants are just too expensive to build. See what someone she says:","ago told sufficient nuclear power plants expensive build","",""
"Row27450","2020-04-08 19:43:00","Downtown","BusyFlemingPlate","Volunteers needed to participate in someone he anyone anyone it users download the he app for more information","volunteers participate users download app information","",""
"Row27451","2020-04-08 19:43:00","Northwest","FleetFLight","6.4 in anyone it anything they anyone anything trees down o on house on someone he structural integrity something failure: inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr...","trees house structural integrity failure inspections damages defects testing repair crews evacuated parse","",""
"Row27452","2020-04-08 19:43:00","Weston","RacesJoan_MurphyOctopus","Only half the road is drivable right now.","half road able","",""
"Row27454","2020-04-08 19:43:00","Palace Hills","LazyBCar","re: we still need: water, food, bandages, insulin and flashlights","water food bandages insulin flashlights","",""
"Row27458","2020-04-08 19:44:00","Northwest","JanetMouse1978","I'm hearing there's 1000, 300, or 30 fatalities! Which is it?","hearing fatalities","",""
"Row27459","2020-04-08 19:44:00","Scenic Vista","SmartIcecreamBrian","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27464","2020-04-08 19:44:00","Cheddarford","TallKHouse","re: we still need: water, food, bandages, insulin and flashlights","water food bandages insulin flashlights","",""
"Row27468","2020-04-08 19:44:00","Southton","FearsRodgersMouse","The someone they someone is now in the scene of the collapsed sewer line","scene collapsed sewer line","",""
"Row27474","2020-04-08 19:45:00","Cheddarford","PhilipSmartMoore","I know it's a question of interpretation but this is a sign of the accident......who was the owner of the collapsed sewer line","question interpretation sign accident owner collapsed sewer line","",""
"Row27476","2020-04-08 19:45:00","Broadview","FrankFish89","Can't treat a broken arm if there's stretchers in the parkign lot everywhere.  We need a new hospital...stat!.","treat broken arm stretchers park lot hospital stat","",""
"Row27480","2020-04-08 19:46:00","Downtown","Rebecca2008","i'm skeptical that he knows shirt about nuclear power. someone about coal.","skeptical shirt nuclear power coal","",""
"Row27481","2020-04-08 19:46:00","Downtown","BessOctopus2011","re: Whereís the search and rescue for our neighborhood?! Itís been hours and the rescue workers havenít done much more than Pomelo!","search rescue neighborhood hours rescue workers havent ","",""
"Row27483","2020-04-08 19:46:00","Scenic Vista","Karen2017T","My friend Lucy said there were 30 fatalities!","friend fatalities","",""
"Row27486","2020-04-08 19:46:00","Northwest","AttentativeWLight2019","re: My friend Henry said there were 30 fatalities!","friend hen fatalities","",""
"Row27487","2020-04-08 19:46:00","Old Town","CuriousCrystalHouse","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27488","2020-04-08 19:46:00","Scenic Vista","WileyNicksonBanana1956","re: Our library was ready and had prepared a wonderful place for us tyheo sleep. On everyone's cotyhe tyhehey placed a copy of tyhehe Styhe Himark Tax Code tyheo help people fall asleep quickly.","library ready prepared to sleep cot copy himark tax code to people fall asleep quickly","",""
"Row27489","2020-04-08 19:46:00","Northwest","DavisFish8","someone he structural integrity anything failure: problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr...","structural integrity failure inspections damages defects testing repair crews evacuated parse","",""
"Row27495","2020-04-08 19:47:00","Palace Hills","Walker2012","re: Civilians in Palace Hills are in critical situation. Rescue team is there. Nothing is being done tho","civilians palace hills critical situation rescue team ","",""
"Row27496","2020-04-08 19:47:00","Downtown","FuriousCPlate47","Hospital has rubble! What will we do?!","hospital rubble","",""
"Row27498","2020-04-08 19:48:00","Safe Town","CuriousIcecreamFrank","My friend Dan said there were 234 fatalities!","friend fatalities","",""
"Row27501","2020-04-08 19:48:00","Southwest","VCandidBeaulieu","re: Our library was ready and had prepared a wonderful place for us tyheo sleep. On everyone's cotyhe tyhehey placed a copy of tyhehe Styhe Himark Tax Code tyheo help people fall asleep quickly.","library ready prepared to sleep cot copy himark tax code to people fall asleep quickly","",""
"Row27502","2020-04-08 19:48:00","East Parton","LazyPlateBossler","Large sinkhole swallows entire pond in someone he structural integrity anything failure: problems inspections damages defects testing repair they it he she something","sinkhole swallows entire pond structural integrity failure inspections damages defects testing repair","",""
"Row27503","2020-04-08 19:48:00","Northwest","MysakFish84","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27506","2020-04-08 19:49:00","Southwest","CuriousLightBacklund","re: Sophie and I spent three days trying to find the shelter and it is hurt","soph spent days shelter hurt","",""
"Row27507","2020-04-08 19:49:00","Weston","JObnoxiousMarkert","re: Civilians in Palace Hills are in critical situation. Rescue team is there. Nothing is being done tho","civilians palace hills critical situation rescue team ","",""
"Row27509","2020-04-08 19:49:00","Scenic Vista","DarkLBanana","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27512","2020-04-08 19:49:00","Northwest","HoldsConleyBird","re: When is search and rescue coming to Old Town??","search rescue coming town","",""
"Row27513","2020-04-08 19:49:00","Scenic Vista","FamousRobertCar","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27523","2020-04-08 19:50:00","Cheddarford","FleetTallentCandy","I know it's a question of interpretation but this is a sign of the accident......who was the owner of the accident......who was the owner of the units is on damaged. not sure on injuries #accidentwho","question interpretation sign accident owner accident owner units damaged injuries ","accidentwho",""
"Row27526","2020-04-08 19:51:00","Northwest","RobertCat2","My friend Henry said there were 52 fatalities!","friend hen fatalities","",""
"Row27529","2020-04-08 19:51:00","Southton","PultsHorse54","re: Civilians in Palace Hills are in critical situation. Rescue team is there. Nothing is being done tho","civilians palace hills critical situation rescue team ","",""
"Row27530","2020-04-08 19:51:00","Southton","Richard14B","re: Sophie and I spent three days trying to find the shelter and it is hurt","soph spent days shelter hurt","",""
"Row27532","2020-04-08 19:51:00","West Parton","FastOakleyBanana","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27536","2020-04-08 19:51:00","Southwest","FearsEarlBird","re: Whereís the search and rescue for our neighborhood?! Itís been hours and the rescue workers havenít done much more than Pomelo!","search rescue neighborhood hours rescue workers havent ","",""
"Row27538","2020-04-08 19:51:00","Cheddarford","RonaldFleetA","Volunteers needed to participate in someone he structural integrity anything failure: problems inspections damages defects testing repair","volunteers participate structural integrity failure inspections damages defects testing repair","",""
"Row27539","2020-04-08 19:51:00","Old Town","HoldsEugene_NogglerOctopus","re: My friend Henry said there were 30 fatalities!","friend hen fatalities","",""
"Row27540","2020-04-08 19:52:00","Weston","CleverBowlAhearn","My daughter heard from their wife that the city's evacuating.","daughter heard wife city evacuating","",""
"Row27542","2020-04-08 19:52:00","Southwest","BorkholderBear1996","re: When is search and rescue coming to Old Town??","search rescue coming town","",""
"Row27544","2020-04-08 19:52:00","Weston","JessicaFastOtt","When will the tickets .. I miss pool parties for new ones that try to get the hiccups isnt helping me!","tickets miss pool parties hiccups isnt helping","",""
"Row27545","2020-04-08 19:52:00","Palace Hills","WileyRathjeHouse","After all that quivering, it's time to use rumble!","quivering time rumble","",""
"Row27551","2020-04-08 19:52:00","Northwest","Donald1959Llanes","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27556","2020-04-08 19:53:00","Old Town","Gordon1985","re: Neighbors Escalating Help and Involvement (soda) - we are ordinary citizen organizied to recover our neighborhoods. We need to work together.","neighbors escalating involvement soda ordinary citizen organ recover neighborhoods","",""
"Row27557","2020-04-08 19:53:00","Cheddarford","Sean_Dunaway1990","Apparently part of the accident......who was the owner of the units is on damaged. not sure on injuries #MakesItunits","apparently accident owner units damaged injuries makes","MakesItunits",""
"Row27558","2020-04-08 19:53:00","Downtown","FearsLackeyCat","My son heard from their boss that the city's evacuating.","son heard boss city evacuating","",""
"Row27560","2020-04-08 19:53:00","Southton","FastBananaAvery_Smith","re: We have arrived after driving all day. We are here to help. Can anyone provide us with food and shelter?","arrived driving day provide food shelter","",""
"Row27562","2020-04-08 19:53:00","Downtown","AttentativeHarkeyHouse1974","Twelve hours at the power plant.  I'm here more than I'm home anymore.","twelve hours power plant home anymore","",""
"Row27564","2020-04-08 19:53:00","Weston","FuriousSappingtonLight61",": Science someneomeone anyone he someneomething someneomeone white wasomenehesomene her abrupt, politically expedient someneomeone on energy.","science white washes abrupt politically expedient energy","",""
"Row27565","2020-04-08 19:53:00","Old Town","CuriousCouchCarolina","re: I went to our local library seeking shelter. The staff had no idea what I was talking about. But they give me a library card, which is very cool! They have a lot of books in there which you can borrow for free. Who knew?!","local library seeking shelter staff idea talking library card cool lot books borrow free","",""
"Row27566","2020-04-08 19:53:00","Terrapin Springs","CandidRBread","re: we still need: water, food, bandages, insulin and flashlights","water food bandages insulin flashlights","",""
"Row27571","2020-04-08 19:54:00","Cheddarford","Josefina_AllisonMouse1982","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27574","2020-04-08 19:54:00","Downtown","ChatmanOctopus8","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27575","2020-04-08 19:54:00","Southwest","RacesHancockBird","re: Neighbors Escalating Help and Involvement (soda) - we are ordinary citizen organizied to recover our neighborhoods. We need to work together.","neighbors escalating involvement soda ordinary citizen organ recover neighborhoods","",""
"Row27580","2020-04-08 19:54:00","Southwest","CharlesBear85","re: Our library is a pile of rubble now, what do we do now?","library pile rubble","",""
"Row27583","2020-04-08 19:55:00","Easton","LDarkBurns","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27584","2020-04-08 19:55:00","Palace Hills","AlinaDog1974","re: Our library is a pile of rubble now, what do we do now?","library pile rubble","",""
"Row27585","2020-04-08 19:55:00","West Parton","June1978S","I know it's a question of interpretation but this is a sign of the building just collapsed. she everyone is ok. @Vilma44H","question interpretation sign building collapsed ","","Vilma44H"
"Row27588","2020-04-08 19:55:00","Downtown","R76Burrus","re: Rest arseured, our employees are working hard to make sure that things are #alwayssafe inside and outside of our plant. Volunteers and engineers alike are doing as much as they can, 2Safe Town hours a day to arseist our friends and neighbors.","rest red employees hard inside plant volunteers engineers alike safe town hours day friends neighbors","alwayssafe",""
"Row27589","2020-04-08 19:55:00","Weston","LovesAnnDog","re: Heavy rain after earthquake? Hope we are not having a landslide.","heavy rain earthquake hope landslide","",""
"Row27593","2020-04-08 19:55:00","Northwest","ObnoxiousSBanana21","Flood and thgehey someone is now in thgehe building across thgehe sthgereethge #Hatenow","flood building street hate now","Hatenow",""
"Row27594","2020-04-08 19:55:00","Downtown","Christopher_BogartBear26","Sewers stink right now. Both literally and figuratively.","sewers stink literally figuratively","",""
"Row27596","2020-04-08 19:56:00","Weston","LydiaFastGarcia","Works up!  Out of power plant and off to Sandwich Queen...","power plant sandwich queen","",""
"Row27597","2020-04-08 19:56:00","Scenic Vista","BusyHCouch2001","re: Whereís the search and rescue for our neighborhood?! Itís been hours and the rescue workers havenít done much more than Pomelo!","search rescue neighborhood hours rescue workers havent ","",""
"Row27600","2020-04-08 19:56:00","Southton","LazyNLight","re: Doesn't really matter when my library is completely destroyed.","matter library completely destroyed","",""
"Row27602","2020-04-08 19:56:00","Downtown","WileyMCar","re: Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe","bee county search rescue sending volunteers food water service neighborhoods ","alwayssafe",""
"Row27603","2020-04-08 19:56:00","Palace Hills","FamousCarSmith","re: Civilians in Palace Hills are in critical situation. Rescue team is there. Nothing is being done tho","civilians palace hills critical situation rescue team ","",""
"Row27604","2020-04-08 19:56:00","Downtown","FleetEPlate","re: Heavy rain after earthquake? Hope we are not having a landslide.","heavy rain earthquake hope landslide","",""
"Row27611","2020-04-08 19:57:00","Southwest","TheresaGuapoO","Saw the power line tilted over. That would explain the power outage.","power line tilted explain power outage","",""
"Row27618","2020-04-08 19:58:00","Southwest","CuriousPlateJohn_Paine","re: Help! Greg and I are wandering, trying to find the disaster shelter."," wandering disaster shelter","",""
"Row27619","2020-04-08 19:58:00","Northwest","DarkIcecreamMicah_Knackstedt","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27621","2020-04-08 19:58:00","Broadview","FearsRiley_EldridgeMouse","re: Doesn't really matter when my library is completely destroyed.","matter library completely destroyed","",""
"Row27624","2020-04-08 19:58:00","Safe Town","FuriousRCouch","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27628","2020-04-08 19:58:00","Palace Hills","Planas34","re: Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe","bee county search rescue sending volunteers food water service neighborhoods ","alwayssafe",""
"Row27629","2020-04-08 19:59:00","Downtown","IreneLazyW","re: They're not letting pets into the shelter. Not abandoning my poor parakeet!","letting pets shelter abandoning poor parakeet","",""
"Row27630","2020-04-08 19:59:00","Palace Hills","CleverVegterIcecream39","re: Rest arseured, our employees are working hard to make sure that things are #alwayssafe inside and outside of our plant. Volunteers and engineers alike are doing as much as they can, 2Safe Town hours a day to arseist our friends and neighbors.","rest red employees hard inside plant volunteers engineers alike safe town hours day friends neighbors","alwayssafe",""
"Row27635","2020-04-08 19:59:00","West Parton","StephenWileyRobinson","re: We have arrived after driving all day. We are here to help. Can anyone provide us with food and shelter?","arrived driving day provide food shelter","",""
"Row27638","2020-04-08 19:59:00","Weston","Alice_Deleon66","re: Civilians in Palace Hills are in critical situation. Rescue team is there. Nothing is being done tho","civilians palace hills critical situation rescue team ","",""
"Row27641","2020-04-08 19:59:00","Northwest","FuriousCheeverCouch68","re: Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe","bee county search rescue sending volunteers food water service neighborhoods ","alwayssafe",""
"Row27643","2020-04-08 19:59:00","Downtown","KevinMouse54","re: We have several collapsed buildings that may have people trapped. We need backhoes, cranes, picks, shovels, and portable lights. Bring it to Ommic Elementry School. Thanks for your support. #HateBringWonder","collapsed buildings people trapped backhoes cranes picks shovels portable lights bring om mic elementary school support hate bring","HateBringWonder",""
"Row27649","2020-04-08 20:00:00","Scenic Vista","SmartWBread","We need shelters established. Many, many homes and condomiums are not safe to occupy. ","shelters established many homes condominiums safe occupy","",""
"Row27650","2020-04-08 20:00:00","Pepper Mill","CleverGLight","something to adopt highest safety standards for civil nuclear energy and not renewables, so they are in trouble now","adopt safety standards civil nuclear energy renewable trouble","",""
"Row27653","2020-04-08 20:00:00","West Parton","FuriousBowlKim","re: Whereís the search and rescue for our neighborhood?! Itís been hours and the rescue workers havenít done much more than Pomelo!","search rescue neighborhood hours rescue workers havent ","",""
"Row27654","2020-04-08 20:00:00","Southwest","Joseph4Wilson","re: Help! Greg and I are wandering, trying to find the disaster shelter."," wandering disaster shelter","",""
"Row27659","2020-04-08 20:00:00","Terrapin Springs","HoldsOgdenMouse","re: Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe","bee county search rescue sending volunteers food water service neighborhoods ","alwayssafe",""
"Row27665","2020-04-08 20:01:00","Downtown","PaulWhale45","re: Higbee County Search and Rescue, weíre sending our volunteers with food and water to you right away! Thank you for your service to our neighborhoods. #alwayssafe","bee county search rescue sending volunteers food water service neighborhoods ","alwayssafe",""
"Row27666","2020-04-08 20:01:00","Scenic Vista","CleverIcecreamPatricia_Tarango","Unlicensed teen driver among 2 injured in school bus crash in anything Himark they seismic intensity 0 something","unlicensed teen driver injured school bus crash himark seismic intensity","",""
"Row27669","2020-04-08 20:01:00","Weston","GuapoVBread11","Sewage is @Thomas1991 collecting on the street. Hopefully the parks don't smell as bad!","sewage collecting street parks smell bad","","Thomas1991"
"Row27674","2020-04-08 20:02:00","Northwest","AttentativeGilesPlate","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27677","2020-04-08 20:02:00","Southton","BusyCHouse","re: Heavy rain after earthquake? Hope we are not having a landslide.","heavy rain earthquake hope landslide","",""
"Row27681","2020-04-08 20:02:00","Chapparal","FuriousCarJoseph","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27683","2020-04-08 20:03:00","Palace Hills","FamousCarSmith","Volunhteyeers needed hteyo parhteyicipahteye in someone he hteyhey Himark","vol participate himark","",""
"Row27685","2020-04-08 20:03:00","Weston","AttentativeIcecreamMcdonald","something closures remain in effect due to hazard trees falling trees and debris. anything something a it between 2 case studies: he it Marfplace with lots of people @WileyHCouch60","closures remain effect due hazard trees falling trees debris studies lots people ","","WileyHCouch60"
"Row27688","2020-04-08 20:03:00","Old Town","Claude_Bonita42","5 Largest Installations in the best interest of the economic side project of the economic side project of the anyone - promising alternatives to power plants","largest installations economic project economic project promising alternatives power plants","",""
"Row27689","2020-04-08 20:03:00","Broadview","Thelma_AquinoBird1972","My dad heard from their roommate that the city's evacuating.","dad heard roommate city evacuating","",""
"Row27690","2020-04-08 20:03:00","Cheddarford","G1954Middleton","she change is real, and nuclear energy then? #Hateand","change real nuclear energy hate","Hateand",""
"Row27693","2020-04-08 20:04:00","Southton","CuriousRCouch","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27694","2020-04-08 20:04:00","Terrapin Springs","KFuriousRodriguez","The gas station by the University has power and can pump gas.","gas station university power pump gas","",""
"Row27695","2020-04-08 20:04:00","Southwest","WatchesHeather_MooreHorse","The someone thgehey someone is now in thgehe scene of thgehe collapsed sewer line #Greatthgehe"," scene collapsed sewer line great","Greatthgehe",""
"Row27699","2020-04-08 20:04:00","Scenic Vista","ObnoxiousSwindellCandy73","Roads looking liek a jigsaw puzzle right now!","roads lie jigsaw puzzle","",""
"Row27701","2020-04-08 20:04:00","Oak Willow","LazyBreadLiu","re: Sophie and I spent three days trying to find the shelter and it is hurt","soph spent days shelter hurt","",""
"Row27703","2020-04-08 20:05:00","Northwest","FleetMLight","Was just at the hospital visiting my brother. Don't know what I'll do if they don't make it.","hospital visiting brother","",""
"Row27706","2020-04-08 20:05:00","Northwest","CandidBowlArmando","re: Heavy rain after earthquake? Hope we are not having a landslide.","heavy rain earthquake hope landslide","",""
"Row27709","2020-04-08 20:05:00","Broadview","RunsFlor_AllenFish","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27711","2020-04-08 20:05:00","Chapparal","CuriousEllenCar","15 years of working at the nuclear industry via","nuclear industry","",""
"Row27712","2020-04-08 20:05:00","East Parton","VAttentativeFugate","re: Our library is a pile of rubble now, what do we do now?","library pile rubble","",""
"Row27714","2020-04-08 20:05:00","Southton","CandidHaroldPlate","they powerlines on bus line: they it bound approaching he anyone anyone it users download the anyone app for more information","power bus line bound approaching users download app information","",""
"Row27718","2020-04-08 20:06:00","Palace Hills","AlanOctopus1999","re: My father heard from their papa that the city's evacuating.","father heard papa city evacuating","",""
"Row27719","2020-04-08 20:06:00","Northwest","DarkLightFletcher_Stephens","Volunteers needed to participate in someone he structural integrity something failure: inspections damages defects testing repair they it near anyone involving an overturned vehicle. anyone use alternate roads","volunteers participate structural integrity failure inspections damages defects testing repair involving overturned vehicle alternate roads","",""
"Row27722","2020-04-08 20:06:00","West Parton","RunsFrances_MeaderBird","Large sinkhole swallows entire pond in someone he structural integrity anything failure: problems inspections damages defects testing repair they it he she something","sinkhole swallows entire pond structural integrity failure inspections damages defects testing repair","",""
"Row27726","2020-04-08 20:06:00","Scenic Vista","AttentativeSBowl1998","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27729","2020-04-08 20:07:00","Downtown","DavidCandidPeck","re: Calling the roof repair man. Now THAT is essential!","calling roof repair essential","",""
"Row27730","2020-04-08 20:07:00","West Parton","LazyEHouse80","re: Our library is a pile of rubble now, what do we do now?","library pile rubble","",""
"Row27737","2020-04-08 20:08:00","Pepper Mill","BusyCarLavalette","re: Help! Greg and I are wandering, trying to find the disaster shelter."," wandering disaster shelter","",""
"Row27738","2020-04-08 20:08:00","Weston","ObnoxiousJohnsonPlate70","anything anyone someone For it Of she it he something someone The summer meeting of the Lithuanian nuclear power is safe; that these it are denied by alternate groups is ULTIMATE something","summer meeting nuclear power safe denied alternate ultimate","",""
"Row27740","2020-04-08 20:08:00","Terrapin Springs","FearsMaurice_LevasseurBear","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27742","2020-04-08 20:09:00","Northwest","ThomasFamousKramer","re: My father heard from their papa that the city's evacuating.","father heard papa city evacuating","",""
"Row27748","2020-04-08 20:09:00","Terrapin Springs","CuriousChaplinCar","Thought living in a brick home would be quaint. Turns out it's a disaster.","living brick home quaint disaster","",""
"Row27752","2020-04-08 20:10:00","Southton","ObnoxiousSmithBanana","The only problem is that prosperity was built on nuclear energy, but is concerned about nuclear energy policies.","prosperity built nuclear energy concerned nuclear energy policies","",""
"Row27756","2020-04-08 20:10:00","Broadview","Todd_AmesBird27","re: Help! Greg and I are wandering, trying to find the disaster shelter."," wandering disaster shelter","",""
